hierarchy,name,description
mills > plastic granulators > conair plastic granulators,conair plastic granulators ,
mills > plastic granulators > cumberland plastic granulators,cumberland plastic granulators ,
mills > plastic granulators > foremost plastic granulators,foremost plastic granulators ,
mills > plastic granulators > nelmor plastic granulators,nelmor plastic granulators ,
mills > plastic granulators > plastic granulators - other,plastic granulators - other ,
mills > roll mills,roll mills ,
mills > roll mills > 2-roll mills,2-roll mills ,
mills > roll mills > 3-roll mills,3-roll mills ,
mills > roll mills > multi roll mills,multi roll mills ,
mills > sieve and screen mills,sieve and screen mills ,
mills > sieve and screen mills > frewitt mills,frewitt mills ,
mills > sieve and screen mills > quadro comil mills,quadro comil mills ,
mills > sieve and screen mills > screen mills - other,screen mills - other ,
mills > wet product mills,wet product mills ,
mills > wet product mills > colloid mills,colloid mills  ,
mills > wet product mills > deaerators and versators,deaerators and versators ,
mining equipment,mining equipment,
mining equipment > aggregate screen,aggregate screen ,
mining equipment > air classifier,air classifier ,
mining equipment > ball mill,ball mill ,
mining equipment > cyclone separator,cyclone separator ,
mining equipment > flotation cell,flotation cell ,
mining equipment > impact crusher,impact crusher ,
mining equipment > magnetic separator,magnetic separator ,
mining equipment > mining belt conveyor,mining belt conveyor ,
mining equipment > mining rotary dryer,mining rotary dryer ,
mining equipment > roll crusher,roll crusher ,
mining equipment > sag mill,sag mill ,
mining equipment > slurry pump,slurry pump ,
mining equipment > storage silo,storage silo ,
mining equipment > thickener,thickener ,
mixers,mixers,
mixers > horizontal liquid and paste mixers,horizontal liquid and paste mixers ,
mixers > horizontal liquid and paste mixers > double arm mixers,double arm mixers ,
mixers > horizontal liquid and paste mixers > horizontal dough mixers,horizontal dough mixers ,
mixers > horizontal liquid and paste mixers > liquid paddle and ribbon mixers,liquid paddle and ribbon mixers ,
mixers > horizontal liquid and paste mixers > oakes type mixers,oakes type mixers ,
mixers > horizontal liquid and paste mixers > single arm mixers,single arm mixers ,
mixers > intensive mixers,intensive mixers ,
mixers > intensive mixers > dispersers,dispersers ,
mixers > intensive mixers > high shear horizontal mixers,high shear horizontal mixers ,
mixers > intensive mixers > high shear vertical bowl mixers,high shear vertical bowl mixers ,
mixers > intensive mixers > liquifiers,liquifiers ,
mixers > internally agitated powder blenders,internally agitated powder blenders ,
mixers > internally agitated powder blenders > cone and auger blenders,cone and auger blenders ,
mixers > internally agitated powder blenders > paddle blenders,paddle blenders ,
mixers > internally agitated powder blenders > plow blenders,plow blenders ,
mixers > internally agitated powder blenders > ribbon blenders,ribbon blenders ,
mixers > powder tumble blenders,powder tumble blenders ,
mixers > powder tumble blenders > double cone blenders,double cone blenders ,
mixers > powder tumble blenders > drum and tote tumblers,drum and tote tumblers ,
mixers > powder tumble blenders > rotary drum mixers,rotary drum mixers ,
mixers > powder tumble blenders > twin shell blenders,twin shell blenders ,
mixers > vertical liquid paste mixers,vertical liquid paste mixers ,
mixers > vertical liquid paste mixers > agitators,agitators ,
mixers > vertical liquid paste mixers > dough mixers and hobart mixers,dough mixers and hobart mixers ,
mixers > vertical liquid paste mixers > planetary mixers,planetary mixers ,
mixers > vertical liquid paste mixers > vertical mixers - other,vertical mixers - other ,
motors and gearboxes,motors and gearboxes,
motors and gearboxes > electric motors (only),electric motors (only) ,
motors and gearboxes > electric speed controls and drives,electric speed controls and drives ,
motors and gearboxes > gas and diesel engines,gas and diesel engines ,
motors and gearboxes > motors and drives,motors and drives ,
motors and gearboxes > transmission equipment,transmission equipment ,
office equipment,office equipment,
office equipment > mailing equipment,mailing equipment ,
office equipment > office equipment - other,office equipment - other ,
office equipment > office furnishings,office furnishings ,
office equipment > telephone systems,telephone systems ,
packaging lines,packaging lines,
packaging lines > dry filling lines,dry filling lines ,
"packaging lines > packaging lines, other","packaging lines, other ",
packaging lines > tablet and parts lines,tablet and parts lines ,
packaging lines > wet filling lines,wet filling lines ,
palletizers-depalletizer,palletizers-depalletizer,
palletizers-depalletizer > depalletizers,depalletizers ,
palletizers-depalletizer > palletizers,palletizers ,
palletizers-depalletizer > strappers,strappers ,
parts cleaners,parts cleaners,
parts cleaners > parts cleaners - other,parts cleaners - other ,
parts cleaners > pressure washers,pressure washers ,
parts cleaners > sand blasters,sand blasters ,
parts cleaners > solvent tanks and degreasers,solvent tanks and degreasers ,
pharmaceutical equipment,pharmaceutical equipment,
pharmaceutical equipment > cosmetic and soap equipment,cosmetic and soap equipment ,
pharmaceutical equipment > medical equipment,medical equipment ,
pharmaceutical equipment > pharmaceutical equipment - other,pharmaceutical equipment - other ,
pharmaceutical equipment > suppository equipment,suppository equipment ,
plant maintenance equipment,plant maintenance equipment,
plant maintenance equipment > cip and cop equipment,cip and cop equipment ,
plant maintenance equipment > floor scrubbers - burnishers - sweepers,floor scrubbers - burnishers - sweepers ,
plant maintenance equipment > hazmat equipment,hazmat equipment ,
plant maintenance equipment > plant maintenance - other,plant maintenance - other ,
plant maintenance equipment > vacuum cleaner,vacuum cleaner ,
plastic and rubber equipment,plastic and rubber equipment,
plastic and rubber equipment > blow molders,blow molders ,
plastic and rubber equipment > injection molders,injection molders ,
plastic and rubber equipment > plastic and rubber equipment - other,plastic and rubber equipment - other ,
plastic and rubber equipment > plastic dryers,plastic dryers ,
plastic and rubber equipment > ultasonic welders,ultasonic welders ,
pneumatic equipment,pneumatic equipment,
powder- bulk  handling equipment,powder- bulk  handling equipment,
powder- bulk  handling equipment > blowers,blowers ,
powder- bulk  handling equipment > bulk powder storage,bulk powder storage ,
powder- bulk  handling equipment > rotary airlocks,rotary airlocks ,
presses,presses,
presses > die cutters,die cutters ,
presses > machine presses,machine presses ,
presses > machine presses > hydraulic presses,hydraulic presses ,
presses > machine presses > obi presses,obi presses ,
presses > machine presses > punch presses,punch presses ,
presses > shop presses,shop presses ,
printing equipment,printing equipment,
printing equipment > coders,coders ,
printing equipment > coders > hot stamp machines,hot stamp machines ,
printing equipment > coders > ink jet coders,ink jet coders ,
printing equipment > coders > label coders,label coders ,
printing equipment > coders > laser coders,laser coders ,
printing equipment > printing - general,printing - general ,
printing equipment > printing - general > office printers and copiers,office printers and copiers ,
printing equipment > printing - general > pre-press and bindery,pre-press and bindery ,
printing equipment > printing - general > printing presses,printing presses ,
printing equipment > printing - general > screen and pad printers,screen and pad printers ,
processing plants,processing plants,
processing plants > chemical plants,chemical plants ,
processing plants > food plants,food plants ,
processing plants > processing plants - other,processing plants - other ,
pumps,pumps,
pumps > centrifugal pumps,centrifugal pumps ,
pumps > centrifugal pumps > centrifugal multi stage,centrifugal multi stage ,
pumps > centrifugal pumps > centrifugal single stage,centrifugal single stage ,
pumps > centrifugal pumps > flood control and sump pumps,flood control and sump pumps ,
pumps > positive displacement pumps,positive displacement pumps ,
pumps > positive displacement pumps > gear pumps,gear pumps ,
pumps > positive displacement pumps > moyno type pumps,moyno type pumps ,
pumps > positive displacement pumps > piston and plunger pumps,piston and plunger pumps ,
pumps > positive displacement pumps > sine pumps,sine pumps ,
pumps > positive displacement pumps > waukesha type pumps,waukesha type pumps ,
pumps > pumps - other,pumps - other ,
pumps > pumps - other > blending pumps,blending pumps ,
pumps > pumps - other > hydraulic pumps and drives,hydraulic pumps and drives ,
pumps > pumps - other > vacuum pumps,vacuum pumps ,
pumps > reciprocating pumps,reciprocating pumps ,
pumps > reciprocating pumps > diaphragm pumps,diaphragm pumps ,
pumps > reciprocating pumps > graco type drum pumps,graco type drum pumps ,
pumps > reciprocating pumps > metering pumps,metering pumps ,
pumps > reciprocating pumps > peristaltic pumps,peristaltic pumps ,
reactors,reactors,
reactors > carbon steel reactors,carbon steel reactors ,
reactors > glasslined reactors,glasslined reactors ,
reactors > hastelloy reactors,hastelloy reactors ,
reactors > stainless steel reactors,stainless steel reactors ,
reactors > titanium reactors,titanium reactors ,
refrigeration equipment,refrigeration equipment,
refrigeration equipment > chillers,chillers ,
refrigeration equipment > cooling towers and condensers,cooling towers and condensers ,
refrigeration equipment > dehumidifiers,dehumidifiers ,
refrigeration equipment > refrigeration compressors,refrigeration compressors ,
refrigeration equipment > refrigeration evaporators,refrigeration evaporators ,
refrigeration equipment > refrigeration- other,refrigeration- other ,
restaurant equipment,restaurant equipment,
restaurant equipment > bar equipment,bar equipment ,
restaurant equipment > bar equipment > back bar refrigerators,back bar refrigerators ,
restaurant equipment > bar equipment > coolers and glass frosters,coolers and glass frosters ,
restaurant equipment > bar equipment > soda dispensers,soda dispensers ,
restaurant equipment > catering - buffet,catering - buffet ,
restaurant equipment > catering - buffet > dining room,dining room ,
restaurant equipment > catering - buffet > heated holding cabinets,heated holding cabinets ,
restaurant equipment > catering - buffet > portable bars,portable bars ,
restaurant equipment > catering - buffet > tables and countertops,tables and countertops ,
restaurant equipment > concession,concession ,
restaurant equipment > concession > bakery cases,bakery cases ,
restaurant equipment > concession > coffee and espresso machines,coffee and espresso machines ,
restaurant equipment > concession > heated display cases,heated display cases ,
restaurant equipment > concession > ice cream - gelato dipping cabinets,ice cream - gelato dipping cabinets ,
restaurant equipment > concession > ice cream machines,ice cream machines ,
restaurant equipment > cooking and kitchen tools,cooking and kitchen tools ,
restaurant equipment > cooking and kitchen tools > disposals,disposals ,
restaurant equipment > cooking and kitchen tools > heat wrap,heat wrap ,
restaurant equipment > cooking and kitchen tools > hoods,hoods ,
restaurant equipment > cooking and kitchen tools > kitchen implements,kitchen implements ,
restaurant equipment > cooking and kitchen tools > pots and pans,pots and pans ,
restaurant equipment > cooking and kitchen tools > sinks,sinks ,
restaurant equipment > cooking equipment,cooking equipment ,
restaurant equipment > cooking equipment > braising pans,braising pans ,
restaurant equipment > cooking equipment > broilers,broilers ,
restaurant equipment > cooking equipment > food warmers and heat lamps,food warmers and heat lamps ,
restaurant equipment > cooking equipment > fryers,fryers ,
restaurant equipment > cooking equipment > griddles,griddles ,
restaurant equipment > cooking equipment > grills,grills ,
restaurant equipment > cooking equipment > microwaves,microwaves ,
restaurant equipment > cooking equipment > outdoor barbecue and smokers,outdoor barbecue and smokers ,
restaurant equipment > cooking equipment > ovens and ranges,ovens and ranges ,
restaurant equipment > cooking equipment > pasta cookers,pasta cookers ,
restaurant equipment > cooking equipment > pizza equipment,pizza equipment ,
restaurant equipment > cooking equipment > proofer,proofer ,
restaurant equipment > cooking equipment > ranges,ranges ,
restaurant equipment > cooking equipment > rethermalizers,rethermalizers ,
restaurant equipment > cooking equipment > rotisseries,rotisseries ,
restaurant equipment > cooking equipment > sandwich and panini grills,sandwich and panini grills ,
restaurant equipment > cooking equipment > steam kettles,steam kettles ,
restaurant equipment > cooking equipment > steamers and steam cooking,steamers and steam cooking ,
restaurant equipment > cooking equipment > toasters,toasters ,
restaurant equipment > food preparation,food preparation ,
restaurant equipment > food preparation > blenders,blenders ,
restaurant equipment > food preparation > food processors,food processors ,
restaurant equipment > food preparation > pizza preparation tables,pizza preparation tables ,
restaurant equipment > food preparation > salad preparation,salad preparation ,
restaurant equipment > food preparation > sandwich preparation tables,sandwich preparation tables ,
restaurant equipment > food preparation > slicers,slicers ,
restaurant equipment > refrigeration,refrigeration ,
restaurant equipment > refrigeration > freezers,freezers ,
restaurant equipment > refrigeration > frozen display cases,frozen display cases ,
restaurant equipment > refrigeration > ice machines,ice machines ,
restaurant equipment > refrigeration > refrigerated cases,refrigerated cases ,
restaurant equipment > refrigeration > refrigerated display cases,refrigerated display cases ,
restaurant equipment > refrigeration > refrigerators and freezers,refrigerators and freezers ,
restaurant equipment > refrigeration > upright refrigerators,upright refrigerators ,
restaurant equipment > warewashing,warewashing ,
restaurant equipment > warewashing > conveyor dishwashers,conveyor dishwashers ,
restaurant equipment > warewashing > door type dishwashers,door type dishwashers ,
retail,retail,
retail > display cases,display cases ,
retail > retail- other,retail- other ,
shrink equipment,shrink equipment,
shrink equipment > automatic l bar sealers,automatic l bar sealers ,
shrink equipment > bundlers and multipackers,bundlers and multipackers ,
shrink equipment > l-bar tunnel combo,l-bar tunnel combo ,
shrink equipment > semi auto l-bar sealers,semi auto l-bar sealers ,
shrink equipment > shrink tunnels,shrink tunnels  ,
sifters and shakers,sifters and shakers,
sifters and shakers > rectangular screens,rectangular screens ,
sifters and shakers > rectangular sifters,rectangular sifters ,
sifters and shakers > rotary screeners,rotary screeners ,
sifters and shakers > round screens-do not use,round screens-do not use ,
sifters and shakers > round sifters,round sifters ,
sifters and shakers > square screens,square screens ,
signage,signage,
tablet equipment,tablet equipment,
tablet equipment > tablet finishing equipment,tablet finishing equipment ,
tablet equipment > tablet finishing equipment > dedusters,dedusters ,
tablet equipment > tablet finishing equipment > tablet inspection,tablet inspection ,
tablet equipment > tablet finishing equipment > tablet printers,tablet printers ,
tablet equipment > tablet finishing equipment > tablet weighers and sorters,tablet weighers and sorters ,
tablet equipment > tablet packaging equipment,tablet packaging equipment ,
tablet equipment > tablet packaging equipment > cottoners,cottoners ,
tablet equipment > tablet packaging equipment > dessicant inserters,dessicant inserters ,
tablet equipment > tablet packaging equipment > tablet counters,tablet counters ,
tablet equipment > tablet packaging equipment > tablet equipment - other,tablet equipment - other ,
tablet equipment > tablet packaging equipment > tablet feeders,tablet feeders ,
tablet equipment > tablet production equipment,tablet production equipment ,
tablet equipment > tablet production equipment > chilsonators-roll compactors,chilsonators-roll compactors ,
tablet equipment > tablet production equipment > granulators,granulators ,
tablet equipment > tablet production equipment > multi station tablet presses,multi station tablet presses ,
tablet equipment > tablet production equipment > single punch tablet presses,single punch tablet presses ,
tablet equipment > tooling and replacement parts,tooling and replacement parts ,
tamper evident sealers,tamper evident sealers,
tamper evident sealers > induction cap sealers,induction cap sealers ,
tamper evident sealers > neck banders,neck banders ,
tanks,tanks,
tanks > jacketed stainless steel tanks,jacketed stainless steel tanks ,
tanks > jacketed stainless steel tanks > fermentors,fermentors ,
tanks > jacketed stainless steel tanks > non pressure jacketed tanks,non pressure jacketed tanks ,
tanks > jacketed stainless steel tanks > pressure rated jacketed tanks,pressure rated jacketed tanks ,
tanks > non stainless tanks,non stainless tanks ,
tanks > non stainless tanks > carbon steel tanks,carbon steel tanks ,
tanks > non stainless tanks > fiberglass and plastic tanks,fiberglass and plastic tanks ,
tanks > non stainless tanks > glass lined tanks,glass lined tanks ,
tanks > non stainless tanks > non ferrous metal tanks,non ferrous metal tanks ,
tanks > single wall stainless steel tanks,single wall stainless steel tanks ,
tanks > single wall stainless steel tanks > agitated tanks,agitated tanks ,
tanks > single wall stainless steel tanks > coil or electric heated tanks,coil or electric heated tanks ,
tanks > single wall stainless steel tanks > insulated tanks,insulated tanks ,
tanks > single wall stainless steel tanks > non agitated tanks,non agitated tanks ,
tanks > special use tanks,special use tanks ,
tanks > special use tanks > hoppers,hoppers ,
tanks > special use tanks > pressure tanks,pressure tanks ,
tanks > special use tanks > totes,totes ,
tanks > special use tanks > vacuum tanks,vacuum tanks ,
textile and leather equipment,textile and leather equipment,
textile and leather equipment > cleaning and pressing,cleaning and pressing ,
textile and leather equipment > cutting and sewing,cutting and sewing ,
textile and leather equipment > textile - other,textile - other ,
tobacco processing,tobacco processing,
unused supplies,unused supplies,
unused supplies > bottles,bottles ,
unused supplies > bottles > plastic,plastic ,
unused supplies > boxes,boxes ,
unused supplies > boxes > corrugated,corrugated ,
vacuum and map packagers,vacuum and map packagers,
vacuum and map packagers > chamber machines,chamber machines ,
vacuum and map packagers > rollstock machines,rollstock machines ,
vacuum and map packagers > tray sealers,tray sealers ,
vacuum and map packagers > vacuum and map - other,vacuum and map - other ,
warehouse equipment,warehouse equipment,
warehouse equipment > caging and plant offices,caging and plant offices ,
warehouse equipment > ladders and stairs,ladders and stairs ,
warehouse equipment > racking,racking ,
warehouse equipment > ramps and docks,ramps and docks ,
"warehouse equipment > scales, bench and floor","scales, bench and floor ",
warehouse equipment > warehouse equip't other,warehouse equip't other ,
warehouse equipment > wellness equipment,wellness equipment ,
water treatment,water treatment,
water treatment > waste water treatment,waste water treatment ,
water treatment > waste water treatment > waste water - other,waste water - other ,
water treatment > waste water treatment > waste water filters,waste water filters ,
water treatment > waste water treatment > waste water package plants,waste water package plants ,
water treatment > waste water treatment > waste water screeners,waste water screeners ,
water treatment > water filtration and purification,water filtration and purification ,
water treatment > water filtration and purification > de-ionizing water purification,de-ionizing water purification ,
water treatment > water filtration and purification > distillation units,distillation units ,
water treatment > water filtration and purification > ozone equipment,ozone equipment ,
water treatment > water filtration and purification > reverse osmosis r-o systems,reverse osmosis r-o systems ,
water treatment > water filtration and purification > ultraviolet systems,ultraviolet systems ,
water treatment > water filtration and purification > water filtration,water filtration ,
woodworking equipment,woodworking equipment,
woodworking equipment > planers,planers ,
woodworking equipment > routers,routers ,
woodworking equipment > sanders,sanders ,
woodworking equipment > woodworking equipment - other,woodworking equipment - other ,
wrappers,wrappers,
wrappers > package wrappers,package wrappers ,
wrappers > package wrappers > flow wrappers,flow wrappers ,
wrappers > package wrappers > over wrappers,over wrappers ,
wrappers > package wrappers > shrink wrappers,shrink wrappers ,
wrappers > package wrappers > stretch wrappers,stretch wrappers ,
wrappers > pallet wrappers,pallet wrappers ,
wrappers > pallet wrappers > conveyorized turntable wrapper,conveyorized turntable wrapper ,
wrappers > pallet wrappers > horizontal wrapper,horizontal wrapper ,
wrappers > pallet wrappers > straddle type wrapper,straddle type wrapper ,
wrappers > pallet wrappers > turntable type wrapper,turntable type wrapper ,
